#pgII [uA] data read from database by pab Ltd "mountain"
#see http://bsdf.pab.eu for pgII gonio-photometer and BSDF details
#mountain-version	"pab mountain V3.2.3"
#database-host	pgdb
#database-name	pabpg
#measured_at	"2017-05-29 12:52:19"
#data_read_from_db	"2018-08-23 11:02:46"
#database_id	48
#datapoints_in_db	249345
#database_reference_id	0
#integrated_value	0.018	6.3
#sample_label	"iri_flake_paper"
#sample_name	"Iridescent_flake_paper"
#lamp	"Halogen_12V"
#beamshape	"det,f=300,a=1"
#filterlamp	"IRcutoff"
#filterdet	"none"
#comment	"(null)"
#mcomment	"$Id: do_meas_batch.c,v 1.34 2014/02/05 12:16:00 apian Exp apian $daq serial[0]="007" (channel minimum)|autochanger5 place=1|optfile=epfl-ultrafine|userdata=$Header: /usr/local/pab_pg/etc/RCS/userdata.pgII-epfl,v 1.11 2017/05/26 15:43:23 pgadmin Exp pgadmin $|cxtcounter=yes|bl_armB=0|daq_ss=100|speedbend=(0,0)|pawait=30|minspacing=-1|lamp_cycles=4 poweron=516 [h] last_change=63 [min]"
#dbfilter	""
#column	daq
#dump-host	pgII-epfl
#incident_angle	30	0
#intheta	30
#inphi	0
#front_integral	0.0175
#incident_and_front_integral	30	0	0.0175
#mountain_minimum_angle	0.0014 [deg]
#datapoints_in_file	249290
#format: theta	phi	[uA]
34.8907  6.17386  0.0327153
46.0855  4.12419  0.0341316
51.9254  2.05777  0.0359932
51.8706  2.04578  0.0352566
56.4379  1.9334  0.0381097
49.0608  2.42135  0.0417593
30.7823  3.61449  0.0412372
26.9722  4.24771  0.0369503
24.4984  4.84685  0.0767985
26.0202  6.01569  0.111191
25.9662  5.98467  0.0855567
21.1799  6.14298  0.0851326
25.6667  5.92473  0.0745402
20.9624  11.4674  0.0737207
16.1818  27.3625  0.0747684
50.4138  7.7136  0.0699039
5.36706  95.4998  0.0663171
7.12805  65.8153  0.0627991
2.61  67.9949  0.0693414
7.50755  5.8635  0.0668954
7.56226  5.77624  0.0643622
7.56444  178.558  0.064045
6.79907  178.667  0.0585806
8.01572  2.21271  0.0618786
9.16748  178.078  0.0629687
14.4469  179.01  0.061005
15.3022  176.207  0.0607609
12.4561  175.751  0.0602119
9.71466  171.27  0.0575752
19.1323  175.51  0.069825
19.186  175.56  0.0704888
24.9498  177.649  0.071141
45.0804  179.401  0.0675807
30.4867  179.586  0.06352
24.0895  179.386  0.0615075
16.1084  177.682  0.0622561
30.4113  178.566  0.0640327
27.4517  178.478  0.0661546
15.7967  177.22  0.0656711
18.8208  177.868  0.063684
18.8763  177.893  0.0698629
10.6295  175.308  0.066185
13.5508  176.117  0.0666583
11.6549  176.384  0.0669268
12.9436  176.218  0.065516
11.9633  175.153  0.0666923
15.0042  174.988  0.0719571
17.2947  175.909  0.0706135
27.989  178.055  0.0708098
29.3198  177.882  0.0688998
29.3747  177.906  0.0728126
56.141  178.486  0.0732041
14.3477  175.22  0.0741307
17.7  176.974  0.069914
16.5115  176.638  0.0694956
15.114  176.572  0.0660309
14.7818  175.191  0.0694092
17.8385  176.274  0.0675237
20.127  176.425  0.0648127
16.754  175.743  0.057646
13.6567  173.919  0.0591767
13.7088  174.01  0.0637108
13.0703  173.547  0.0661976
13.9921  174.524  0.0644138
16.9883  176.299  0.0654206
18.3027  177.144  0.0686018
15.5176  176.192  0.0653138
14.4413  176.307  0.067191
19.6105  177.672  0.0647123
21.6898  177.739  0.0589842
23.6349  177.988  0.0576528
23.6901  178.018  0.0540953
20.4023  178.237  0.0554749
18.495  177.146  0.0542899
21.5868  177.803  0.0677033
23.5458  178.644  0.0655509
21.8569  178.945  0.0647772
18.4116  178.322  0.067503
18.7026  178.427  0.0597533
22.7612  178.954  0.061998
24.8879  179.336  0.0625863
26.3456  179.546  0.0659303
26.402  179.554  0.0604478
48.2484  0.0946844  0.0511602
57.3404  0.423295  0.0537113
60.0275  0.392977  0.0542334
31.9176  0.43758  0.0511884
36.7042  0.490617  0.0492363
9.90093  61.347  0.04289
13.3865  138.926  0.0452663
14.3778  168.717  0.04439
35.2717  2.93501  0.0275261
45.6277  3.13172  0.0303962
36.5981  3.79522  0.0301077
35.7131  3.9482  0.031172
31.9259  5.42113  0.0290451
47.6491  3.86282  0.0341316
39.1861  2.25592  0.0361778
62.3141  2.10724  0.0345859
61.8562  2.04286  0.0356879
61.8017  2.03047  0.0365807
66.7632  1.70605  0.0381097
63.357  1.9218  0.0412552
30.7772  3.60198  0.0414109
26.8409  3.29108  0.0361342
25.9661  4.12145  0.076306
22.7577  4.88299  0.110505
22.7027  4.85958  0.0870049
21.9666  4.36634  0.0813052
18.3518  6.36579  0.075226
39.5416  6.0291  0.070217
7.07465  88.58  0.0742837
8.54151  59.0346  0.068205
5.06632  113.163  0.0639124
5.74433  123.283  0.0681937
5.8825  9.923  0.0693303
5.96302  175.646  0.0672261
6.01835  175.719  0.0657602
5.4569  179.749  0.0656151
6.83925  1.52003  0.0675862
7.60997  179.893  0.0633984
7.37507  0.502314  0.0640752
20.4307  179.59  0.0595441
17.6566  178.336  0.0637001
18.1804  178.622  0.0605023
8.72999  170.815  0.0625328
13.5879  175.384  0.0695245
13.6424  175.44  0.0701917
34.0024  178.68  0.0716172
44.8678  179.19  0.0678747
32.3654  179.23  0.0634189
19.1271  179.65  0.0601861
32.6328  179.623  0.0605807
28.0832  178.623  0.0629052
36.0238  178.515  0.069152
17.3709  177.016  0.0643811
14.3709  176.763  0.0694743
14.4261  176.805  0.0678199
10.9184  176.828  0.0674949
14.171  178.221  0.0671423
14.1716  177.853  0.0694602
12.3203  177.665  0.0668963
12.2097  177.378  0.0675971
14.1038  176.799  0.0681575
14.3465  176.689  0.0700333
14.075  176.855  0.0698254
33.835  179.15  0.0707758
33.891  179.16  0.0731993
26.4151  178.342  0.0724316
24.5924  178.642  0.0714473
17.3168  177.166  0.070496
17.2283  176.338  0.061293
14.7375  175.258  0.0652929
18.3912  176.717  0.0649397
17.6805  176.694  0.0619624
17.8652  176.413  0.0526519
13.746  175.067  0.0580299
13.7995  175.141  0.0589444
14.2954  176.607  0.0649166
16.1087  176.909  0.0645187
15.8841  176.644  0.0639775
17.2053  176.349  0.0645238
15.3899  176.237  0.0652104
12.782  177.018  0.06837
16.922  177.937  0.064321
19.2646  178.418  0.0639798
21.7864  177.555  0.0613385
21.8411  177.592  0.0532882
19.2968  177.858  0.054769
18.8499  178.315  0.0565361
20.0107  178.311  0.065507
23.9959  178.886  0.0649371
23.0563  178.82  0.0645806
17.6589  178.294  0.0624599
17.0045  178.489  0.064523
20.3814  178.778  0.061197
22.6318  179.031  0.0639711
32.8124  179.664  0.0631479
32.8688  179.67  0.0532069
25.2285  179.325  0.0520466
54.8112  0.327606  0.050656
45.3652  0.44652  0.0533262
33.7755  0.480251  0.0532004
10.4979  86.561  0.038969
12.5251  112.756  0.0412327
51.5891  2.29471  0.0286573
48.9056  2.84177  0.0279297
56.4319  2.83838  0.0290924
33.8922  4.31432  0.0332482
28.3492  6.00249  0.0321035
32.9703  4.47065  0.0280506
33.2331  3.92131  0.0300353
31.6352  2.28835  0.0319488
30.3584  1.51942  0.0391767
26.9296  2.60167  0.0408043
32.1624  2.26722  0.0354512
35.1405  1.96858  0.0384237
39.0952  1.87104  0.0387413
39.0399  1.86087  0.0369881
54.1866  1.31471  0.0380084
27.4178  2.1402  0.0436105
68.4809  179.962  0.0701002
23.506  2.29276  0.112463
19.1698  3.36703  0.102024
19.1142  3.35258  0.0879704
20.6045  3.13635  0.0830275
26.305  4.18425  0.0732667
16.2176  11.8487  0.0683678
12.6329  27.9488  0.0683713
25.4925  12.0827  0.0640686
3.45156  31.0067  0.0635076
3.86113  36.1495  0.0650498
54.9595  0.912419  0.0685218
9.37111  176.795  0.0677148
9.42657  176.838  0.0674428
6.00779  174.759  0.0700685
9.96241  176.84  0.0730509
7.55403  179.891  0.0689156
9.18532  177.506  0.0697001
14.2211  178.383  0.0675778
10.9602  177.25  0.0650717
19.7247  177.372  0.0634069
22.0606  177.946  0.0611164
21.5235  176.867  0.0703259
21.5781  176.901  0.0706868
54.2293  179.235  0.072284
42.3567  178.789  0.0692465
22.0243  177.333  0.0658334
31.5439  178.236  0.0591696
17.9261  177.13  0.0648739
24.709  177.74  0.0647503
21.3905  177.217  0.0665413
21.5309  177.463  0.0650781
34.7076  177.578  0.0675314
34.7618  177.603  0.0680123
12.9115  175.374  0.0674012
15.577  177.404  0.0660499
22.1507  178.266  0.0677837
16.4713  178.026  0.0672955
12.6618  176.916  0.0665032
13.4352  175.566  0.0674219
14.3269  174.813  0.069453
14.6776  175.476  0.0690378
14.6443  175.763  0.068801
14.6986  175.821  0.0668185
20.6906  177.021  0.068279
13.1068  175.271  0.0700559
16.9695  176.383  0.0726299
16.6127  176.151  0.0605854
13.7773  175.192  0.063123
16.4185  176.318  0.0633133
18.4889  176.961  0.0589086
18.1065  176.379  0.0550491
14.9635  176.297  0.0545416
15.0181  176.352  0.0558572
13.7454  175.86  0.0592857
19.9839  177.038  0.0593079
17.7376  177.077  0.0580658
19.7535  177.333  0.0635553
14.5469  175.804  0.0678788
27.5204  178.541  0.0673955
19.9707  178.043  0.0669116
24.723  178.057  0.0629322
21.1674  177.876  0.062733
21.2227  177.908  0.0580296
20.1506  177.633  0.0573909
17.6249  178.047  0.0580676
20.2013  178.543  0.062923
23.6563  178.688  0.0672474
22.7083  179.064  0.0633026
18.6463  178.241  0.0666283
17.9357  178.585  0.0689994
20.6362  179.049  0.0656956
23.0076  179.364  0.0659398
28.4808  179.657  0.0616079
28.5373  179.663  0.0551907
33.2723  179.968  0.0506677
40.6435  0.31435  0.0539084
34.8644  0.590353  0.0528222
30.4299  0.41454  0.0519932
13.4391  138.823  0.0413511
9.7664  66.4395  0.0440663
12.6517  124.822  0.0422411
59.2184  3.0015  0.0280771
35.9909  3.30464  0.0321738
37.3446  3.90013  0.0314961
34.8454  4.15714  0.0329191
53.6885  3.41038  0.0304469
34.0011  4.15763  0.0310643
34.0384  2.77879  0.0303932
30.1952  2.70527  0.033005
35.2399  2.75852  0.0325653
30.645  2.52895  0.0350789
28.3869  2.08358  0.0399408
29.2736  1.69608  0.0377678
27.4106  1.72638  0.041109
26.492  2.50387  0.0357626
30.1196  1.20597  0.0372146
30.0641  1.19999  0.0355622
41.0633  1.42382  0.037907
27.441  2.52889  0.0456226
29.9233  2.5326  0.0416109
28.5552  1.16866  0.0400987
29.3672  0.755768  0.0301148
25.3055  1.61644  0.0655689
24.7274  2.27376  0.105022
26.6729  2.62718  0.102218
26.6174  2.61351  0.0880669
23.5678  3.59958  0.0764996
15.1027  4.77981  0.0672
12.6492  10.8452  0.0671113
17.4637  10.2311  0.069274
8.89795  42.1061  0.0648909
1.20447  170.775  0.0588521
10.3063  3.37686  0.0644261
12.2261  0.423027  0.0668038
7.47533  174.085  0.0686921
7.53004  174.173  0.0636517
7.96945  171.778  0.0673877
6.65408  171.111  0.0674877
9.01217  175.343  0.0690137
12.217  174.577  0.0709072
13.7244  176.586  0.0670939
16.0708  176.24  0.0644719
29.615  177.697  0.0653646
28.3515  177.171  0.0713275
22.5903  176.723  0.0694243
22.6447  176.757  0.071677
39.4239  178.058  0.068855
59.1602  178.579  0.0660129
51.8782  178.302  0.0668154
29.4672  176.764  0.0617108
35.963  178.181  0.0633032
24.7942  177.704  0.0668648
13.2306  175.088  0.0676049
31.7795  178.164  0.0665437
24.5955  176.436  0.06792
24.6492  176.476  0.0675314
15.7944  175.063  0.067963
14.1795  175.671  0.065855
18.4873  176.547  0.0691641
29.8421  177.662  0.0683008
40.3005  178.277  0.0635625
16.8377  174.905  0.065681
13.1959  172.109  0.0675612
14.0335  173.958  0.0676162
14.1199  174.321  0.0663351
14.1729  174.398  0.0664696
14.5135  174.551  0.0662511
14.6341  174.801  0.0681676
16.5703  176.214  0.0689441
17.9408  176.427  0.0635141
16.0981  176.321  0.0598777
14.2194  175.389  0.0620898
18.1161  176.709  0.0620934
18.7365  176.403  0.0667162
18.9112  176.093  0.0638386
15.7953  175.319  0.0620165
15.8486  175.387  0.0603387
23.2775  176.424  0.0574757
14.4273  173.615  0.0557004
16.7097  174.921  0.0524598
17.9834  175.833  0.0611763
19.6308  176.07  0.0701385
41.2795  178.316  0.0705323
25.0951  177.541  0.0678884
29.8434  178.159  0.0617369
22.8446  177.663  0.063679
22.8994  177.698  0.0631389
19.7251  177.001  0.0666135
18.142  177.375  0.0648629
18.9754  178.214  0.0650398
24.1501  179.02  0.0636959
21.6207  178.597  0.0643609
19.7908  178.566  0.0638345
19.1487  178.383  0.0650019
19.2045  178.67  0.0671028
26.5459  179.546  0.0644656
45.592  179.944  0.0643991
45.6486  179.945  0.0603486
26.5985  179.862  0.0574634
32.1715  0.192593  0.0529228
27.195  0.280999  0.0528222
16.2834  2.62418  0.043547
10.12  41.8693  0.0447525
11.7817  100.063  0.0484931
31.7054  4.88185  0.0290794
31.6512  4.86249  0.0263761
43.4217  3.78929  0.0319352
41.4319  3.85759  0.0323742
44.2397  3.71569  0.0348972
53.4948  3.75242  0.0264721
58.1075  3.33961  0.029212
34.3608  2.85867  0.0344548
35.3077  2.57852  0.0344548
27.7359  4.33516  0.0355945
30.5211  3.0562  0.039335
29.3656  1.76588  0.0414784
27.2511  2.19138  0.0341018
26.5464  2.12853  0.0375148
30.4071  1.3781  0.0369093
30.3516  1.37124  0.0359696
30.2856  1.38235  0.0419349
35.9629  1.45644  0.041311
32.3565  1.77407  0.0399002
31.0497  1.82162  0.0317472
24.0209  3.53946  0.0664555
29.8141  2.48439  0.101791
25.6227  2.28928  0.10076
25.5671  2.27759  0.0883565
20.6223  2.62007  0.0773813
15.5408  6.88471  0.0693411
9.11982  30.8714  0.0679836
14.4993  21.346  0.0689757
6.9882  79.5048  0.0615846
80.3033  177.689  0.0639064
8.98441  0.633957  0.0687716
8.71429  176.707  0.0570642
8.76977  176.753  0.0626518
10.1222  175.336  0.0636696
9.26486  174.77  0.0651372
8.41041  172.569  0.0662679
11.3386  173.603  0.0702413
13.3777  174.059  0.0697786
13.3796  173.895  0.0629228
25.8895  177.003  0.0643777
17.1006  175.283  0.070426
27.7193  176.843  0.0721722
27.7734  176.875  0.0697123
39.429  178.232  0.0667441
48.6032  178.159  0.0654237
36.0875  177.769  0.060796
20.854  176.29  0.0635126
42.4068  178.56  0.0638277
13.2445  174.924  0.0669149
22.7942  177.35  0.0709891
20.6728  177.637  0.0693571
13.4473  173.416  0.0720002
13.4999  173.501  0.0708974
12.3437  172.673  0.0685247
23.776  176.72  0.0673165
37.1096  177.87  0.0691641
22.8544  176.325  0.0713167
44.1363  177.744  0.0664036
19.4037  176.052  0.0604296
20.196  175.39  0.0604639
25.2869  176.308  0.0621921
15.6901  174.198  0.0644714
15.7424  174.274  0.0637598
25.1309  176.419  0.0686645
14.3942  173.8  0.0684591
16.7109  175.845  0.0637169
17.6329  176.086  0.0622765
15.2101  174.797  0.0587833
14.9858  174.641  0.0609753
17.3779  176.267  0.0670142
20.8069  176.432  0.0668012
18.6474  175.697  0.0665392
18.7004  175.756  0.0663758
22.099  176.56  0.0641231
15.837  174.002  0.0683813
15.4281  174.259  0.061312
18.6039  176.064  0.0603082
20.1389  176.785  0.063245
32.4445  177.871  0.0680753
34.5445  178.029  0.0645166
51.6131  178.693  0.0655441
36.0239  178.475  0.0620357
21.4924  176.953  0.0618631
21.5463  176.999  0.0628364
18.0405  176.22  0.064602
27.1347  177.883  0.0654617
31.491  178.548  0.0650398
23.3526  178.339  0.0634992
20.0605  178.027  0.0657535
19.2608  177.579  0.0655253
20.2713  177.43  0.0605962
18.4885  178.035  0.062883
36.8374  179.4  0.0644954
36.8936  179.41  0.0577697
46.8302  179.489  0.0565155
41.2247  179.573  0.0532185
35.5858  179.683  0.0558461
20.682  178.991  0.0519151
15.3825  176.197  0.0452426
12.994  152.226  0.0474847
13.0789  137.582  0.0426309
23.8877  4.17227  0.0271072
29.5376  2.39485  0.027435
37.306  1.62945  0.0283445
34.9607  2.40707  0.0276259
38.4635  3.74315  0.0372832
41.968  3.84123  0.0351034
38.5967  4.43737  0.0315831
44.4384  4.03948  0.0285768
39.532  3.02308  0.0341266
39.4774  3.00786  0.0361117
31.9972  3.4761  0.0376494
29.1892  3.45242  0.0324064
27.8255  3.62151  0.0361482
30.0205  2.53136  0.0377678
30.4811  2.29349  0.0359696
38.5072  2.05295  0.0419597
35.0661  2.57555  0.0437758
30.6895  2.45396  0.0442273
30.7323  2.09062  0.0625582
24.6792  3.65744  0.0979772
22.3532  3.5845  0.107176
21.9904  2.46092  0.0881243
21.9348  2.4493  0.0817915
18.6483  1.69353  0.072385
15.8605  3.25318  0.0700224
12.374  15.1238  0.0728299
7.08333  109.168  0.0732515
7.06208  88.2177  0.0629003
3.44145  133.133  0.064738
2.54545  170.541  0.0697485
2.08797  163.342  0.0648024
7.82024  176.322  0.0603088
7.87572  176.376  0.060718
8.64909  177.556  0.063138
9.06412  176.952  0.0665131
8.75798  173.825  0.0695754
11.7343  174.018  0.071025
15.2852  175.589  0.0666145
12.2477  173.89  0.0624387
18.545  177.493  0.0630947
13.9571  175.861  0.069825
12.8367  175.918  0.0725682
12.8915  175.969  0.069617
23.7541  178.075  0.0681116
17.4109  177.626  0.0681686
23.1059  178.643  0.0598811
10.3081  174.827  0.0627796
15.322  178.103  0.0606501
15.0328  177.337  0.0634575
14.3164  176.846  0.0661556
9.06039  174.513  0.0684057
8.16364  173.951  0.0721477
8.21817  174.046  0.0628347
13.0322  175.569  0.0672392
14.5438  176.025  0.0626711
20.2495  176.861  0.0627876
23.2858  177.137  0.0675971
19.437  175.772  0.0667024
13.3867  175.73  0.0658744
18.4249  176.903  0.0618724
14.3295  174.409  0.0597541
14.8325  175.082  0.0683653
14.8861  175.149  0.068446
10.6315  173.691  0.0686645
13.9025  176.506  0.0682651
17.0492  176.431  0.0618922
16.6249  176.911  0.0602971
16.6984  176.487  0.0592999
14.4938  176.073  0.0574174
16.679  176.958  0.0682062
21.5461  177.505  0.0667039
18.5741  176.764  0.0637725
18.6286  176.809  0.0661976
14.8743  175.365  0.0690721
15.2558  175.758  0.0686444
17.2294  176.386  0.0662994
19.8999  177.149  0.0653391
20.0072  177.434  0.0673239
25.2985  177.913  0.0651196
22.8361  177.29  0.0632449
24.1079  177.412  0.064243
21.1111  177.321  0.0594458
19.4513  176.797  0.0621658
19.5053  176.846  0.0635423
20.0964  176.343  0.0618453
32.8206  178.25  0.067412
38.2179  178.899  0.0679459
27.5966  178.557  0.068144
26.6964  178.838  0.0693497
18.8093  177.588  0.0682437
20.1697  177.549  0.0625988
21.252  177.669  0.062883
41.6862  179.134  0.0648804
41.7421  179.148  0.0598526
51.6458  179.513  0.0538955
46.2016  179.596  0.0551897
19.0156  178.033  0.0552413
21.6115  178.984  0.0544076
29.7891  179.6  0.0599312
15.0514  154.836  0.0434782
12.0977  105.479  0.0424428
34.1714  2.38497  0.0317954
36.9652  2.37588  0.0296024
38.4093  3.72641  0.034478
30.599  4.48144  0.0337538
32.3837  5.24362  0.0315091
48.9121  3.43663  0.0320017
63.8497  2.91694  0.0316288
46.8141  1.98719  0.0337118
46.7592  1.97669  0.0369401
31.1031  2.58676  0.0359032
32.5592  2.60569  0.0347819
30.3645  2.47861  0.0362507
29.3186  2.50901  0.0352519
32.987  2.23585  0.0349141
31.6401  2.25438  0.0385904
45.3882  1.88565  0.0457923
37.3475  1.98527  0.0432306
31.9824  2.67533  0.0434299
29.1835  2.02736  0.0450612
30.5724  1.69238  0.0539882
24.2696  3.04103  0.101129
24.0536  4.30479  0.106099
25.4421  2.4466  0.08064
25.3866  2.43414  0.0704957
18.0315  1.33807  0.0687602
14.8765  1.1388  0.0745966
11.551  5.97171  0.073896
1.6062  18.0317  0.0734504
2.57047  159.958  0.0661204
3.86761  173.544  0.0666783
2.20886  20.3421  0.0655752
1.71349  141.028  0.0650057
8.82873  174.77  0.060997
8.88352  174.843  0.0643821
9.54318  177.323  0.0626382
12.546  178.25  0.0675012
13.9383  177.115  0.0683388
9.48007  173.366  0.0655598
14.1319  177.627  0.0605991
12.3918  176.164  0.0643777
11.9646  176.359  0.063747
9.21795  176.33  0.0684093
13.1696  176.811  0.0663786
13.2249  176.851  0.0681883
14.1376  176.985  0.068893
12.3125  177.922  0.0643196
23.785  179.504  0.0578482
17.1856  178.153  0.0602665
11.0593  177.022  0.0597276
19.8919  177.866  0.0609895
10.9534  177.148  0.0624889
10.869  176.449  0.0669485
9.84035  175.885  0.0672429
9.89555  175.945  0.065145
14.2104  176.426  0.0676264
13.8883  177.104  0.0586432
14.0395  176.167  0.0624902
10.7229  173.096  0.069292
11.2175  174.124  0.0682575
12  176.102  0.0695497
16.4475  177.488  0.0702192
40.373  178.671  0.0668263
20.3337  177.788  0.0686554
20.3892  177.816  0.0655803
11.7147  175.775  0.066975
13.2228  177.202  0.0658403
18.0544  177.464  0.0606758
16.9148  177.681  0.0587345
14.5813  177.089  0.0541154
13.4495  177.262  0.0627033
14.2919  176.503  0.0688022
18.1567  177.473  0.0690412
16.7147  177.269  0.0650713
16.7147  177.269  0.06756
15.8438  176.713  0.0715395
14.5598  176.823  0.0691326
15.4545  177.626  0.0685812
18.9812  178.469  0.0661333
19.4062  177.825  0.0632096
17.5019  177.902  0.0646145
17.6707  177.353  0.0657395
18.5795  177.079  0.0638818
19.5378  177.26  0.0625693
19.025  177.386  0.062771
19.0799  177.427  0.062433
24.9827  178.032  0.0631726
34.9209  178.932  0.066437
27.1416  178.578  0.0720373
21.5919  178.248  0.0713963
33.9091  179.017  0.0727515
30.7774  178.913  0.0698942
27.083  178.823  0.065102
19.3334  178.003  0.0653558
29.9716  178.973  0.0646879
30.0275  178.99  0.0597535
44.7687  179.528  0.0554481
33.4012  179.267  0.0571608
19.176  178.456  0.0546366
22.0877  178.706  0.052295
28.6073  179.485  0.060709
12.1632  107.317  0.0336132
14.5656  153.242  0.0414344
13.2817  141.476  0.04201
31.9436  2.23103  0.0300278
35.3294  2.54632  0.0273453
34.8738  3.01737  0.0298004
37.5194  3.32612  0.0331357
47.0395  2.72834  0.0323321
42.8865  1.86526  0.034386
38.8038  1.41028  0.0365582
35.1229  1.88088  0.037164
41.8551  1.64293  0.0376561
33.0756  1.77703  0.0346455
33.0202  1.76789  0.037401
35.0728  1.52449  0.0417109
27.2378  2.05219  0.046153
88.4808  171.983  0.0351959
89.3002  172.041  0.0933475
25.542  2.20537  0.100714
18.9625  1.93582  0.0821952
18.9067  1.9275  0.0743575
17.4996  1.37014  0.0703277
13.4838  170.251  0.0744993
9.69935  142.96  0.0734114
5.0331  61.2225  0.0713622
4.61223  67.499  0.0649245
2.63039  116.616  0.065567
3.31942  56.3802  0.0624338
3.28902  151.001  0.0625666
7.70558  171.076  0.0630618
7.75869  171.206  0.0635678
9.47478  171.328  0.0671949
12.546  178.25  0.0665131
8.35435  173.809  0.0694803
14.7602  175.367  0.0656557
12.3845  175.748  0.0633101
14.7633  178.149  0.0659466
29.7919  178.734  0.0638481
11.453  176.388  0.0646222
14.9837  177.619  0.0644441
15.0393  177.648  0.0654743
34.09  179.224  0.0635166
14.7306  178.217  0.0610953
11.8749  177.177  0.0598811
19.9523  179.455  0.0588006
22.8865  178.638  0.0598301
13.2453  176.596  0.0629433
11.0061  175.391  0.0646798
9.94012  175.295  0.0648945
11.1634  176.639  0.0666658
11.2188  176.686  0.0631235
14.2227  176.483  0.064505
13.9715  176.619  0.0667977
14.1461  175.629  0.0649696
11.8082  174.539  0.0640744
24.8784  176.782  0.0669577
14.7739  175.56  0.0697269
27.8058  177.951  0.0661351
25.4906  177.535  0.0638755
31.541  178.582  0.0631521
31.5966  178.599  0.0586744
19.021  177.659  0.0645696
14.2335  176.518  0.0589891
23.9844  178.121  0.064021
21.3852  177.891  0.0618598
35.0062  178.898  0.0577548
16.8079  176.568  0.0629067
18.3533  177.094  0.0658222
17.9033  176.724  0.0684569
17.6805  177.431  0.0678015
17.791  177.504  0.0670734
15.5468  176.629  0.0669009
13.8189  176.403  0.0682538
17.1199  177.056  0.0683828
20.1822  177.798  0.0655409
17.9507  177.236  0.0639133
17.7805  177.224  0.0646145
17.3658  177.116  0.0646439
20.4504  177.208  0.0646655
23.3155  177.834  0.0645869
20.9848  178.159  0.0621305
21.0404  178.187  0.0653167
17.8275  177.781  0.0627669
18.6515  177.889  0.0720958
19.7951  178.521  0.0683354
21.0575  178.303  0.0709181
21.619  178.475  0.0713908
18.0281  178.076  0.0724832
16.8899  178.564  0.0710255
29.3467  179.501  0.06678
41.0101  179.394  0.0676296
41.0663  179.403  0.0611421
26.5217  179.33  0.0572918
21.9817  179.089  0.0571608
18.8883  178.805  0.0558461
24.0615  179.268  0.050283
11.9949  43.8722  0.0374822
13.7834  164.276  0.0405269
11.9777  119.422  0.0414926
31.6593  3.26124  0.0283921
42.5566  2.53942  0.0294112
42.5021  2.52875  0.0270572
32.5688  2.71986  0.0284938
31.5832  2.22178  0.0295513
38.3588  1.15126  0.0364022
50.4556  1.50363  0.0352768
41.6002  1.57862  0.0385247
57.7471  1.50521  0.0346701
62.5755  1.27351  0.0339325
62.5203  1.26565  0.0378966
43.2374  1.27875  0.0446832
42.5444  1.14277  0.0422339
28.5549  1.08042  0.0418109
24.5292  0.995475  0.0459545
26.298  1.23617  0.0310025
26.58  0.363317  0.0982727
68.0891  179.766  0.0999306
18.051  0.102679  0.0815148
20.4487  2.01503  0.0731024
20.393  2.00592  0.0717367
16.9186  0.146095  0.0684663
13.905  173.408  0.0715796
82.9159  179.821  0.0704067
3.91867  66.6944  0.0716605
4.37  56.531  0.0639124
3.27345  98.3902  0.065769
2.87624  74.9934  0.0678145
5.8093  160.29  0.0649041
10.7721  171.085  0.0650282
10.824  171.196  0.0662955
9.25425  166.945  0.0649373
10.1382  171.574  0.0687858
8.86501  169.442  0.0672924
23.7054  176.359  0.0636021
28.1403  177.434  0.0643751
18.3781  175.927  0.0676853
21.0069  176.393  0.0639493
13.8169  175.421  0.0661318
30.0758  177.818  0.0672358
30.1307  177.84  0.0653744
18.87  176.512  0.0658169
25.1969  178.335  0.0611963
12.7343  176.749  0.0554498
11.3127  173.858  0.0586
15.4989  176.493  0.0615036
14.9295  175.944  0.0650803
12.6522  175.261  0.0637003
9.74441  174.081  0.0638388
9.76394  172.679  0.0621609
9.81712  172.786  0.0672392
11.6558  175.175  0.0693627
14.3672  174.847  0.0694598
14.0457  174.911  0.0651762
12.9117  172.928  0.0594667
28.9855  176.679  0.0633022
22.5586  175.921  0.062476
20.3359  175.927  0.0631064
28.029  176.847  0.0632796
23.166  177.17  0.0643674
23.2206  177.205  0.0591675
13.0721  176.086  0.0597845
14.4165  175.779  0.0636155
18.703  176.815  0.0610264
20.8483  177.537  0.0591701
24.8758  177.632  0.0594033
22.8523  177.054  0.0710868
28.9963  177.534  0.0723525
21.7248  176.886  0.0705203
24.0726  177.319  0.0699598
24.127  177.355  0.0671708
17.0171  176.334  0.0634083
16.5729  176.533  0.0666914
17.2725  177.038  0.0669938
18.7087  176.886  0.0646257
18.89  176.555  0.0665032
15.1742  174.454  0.0623644
17.2031  175.606  0.0608357
21.2348  176.551  0.061433
23.0298  177.207  0.0612578
23.2458  178.042  0.0623322
23.301  178.072  0.0661164
19.3887  177.87  0.0663395
18.1027  177.344  0.0732937
19.7665  177.548  0.0693876
22.5885  178.072  0.0697385
22.5873  178.37  0.0700884
17.7763  177.685  0.0730639
17.0482  178.187  0.0719946
26.8  178.863  0.0676296
24.2036  178.929  0.0573729
24.2597  178.947  0.0546718
35.2994  179.493  0.0546072
20.9326  178.83  0.054435
19.488  178.601  0.0506854
24.1643  179.033  0.0496795
12.0792  71.7702  0.0195465
13.2128  52.8935  0.0399918
